pct_mouse_click	pct_click	product_ean	session_id	pct_scroll_move_duration	scroll_move_total_rel_distance	pct_scrandom	mouse_move_total_rel_distance	page_activity_duration	screen_height	pct_mouse_move	pct_input	pct_rage_click	session_duration	user_id	total_load_time	session_start	wild_mouse_duration	browser_name	pct_wild_mouse	pct_scroll_move	ack	pct_doubleclick	screen_width	pct_click_product_info
10.88853	13.19192	9722692332511	96928	5.83530	11.44271	45.45785	6.98114	9.54428	1024	10.81964	0.02296	35.27501	29.81744	2248	1.69306	2021-06-10 02:07:42	7.08470	mobile	24.02683	43.72461	1.00000	11.41244	1366	34.26410
9.96194	4.30891	5211737355331	287009	8.89753	11.86670	23.63593	8.03124	8.95997	768	10.34948	0.05819	34.35480	93.23295	1710	3.58021	2021-01-08 20:25:06	8.64287	opera	45.92416	72.84442	0.00000	6.84981	lower	49.79092
10.23911	11.98519	4432197101417	6498	7.21060	11.25005	43.65032	7.67642	7.04635	1024	8.85981	0.17265	34.53262	268.42773	1986	4.85297	2020-09-15 08:27:48	9.92847	chrome	58.57741	52.88598	0.00000	8.23111	800	82.44876
10.59216	7.59159	7636735272752	444461	11.55918	10.30669	46.24017	11.01583	10.78592	600	9.57162	0.02960	45.85400	123.90912	1739	8.44916	2020-12-21 05:55:18	7.84583	edge	39.97456	31.28675	1.00000	7.90146	1920	50.77201
11.56948	9.43562	4482257912545	443072	7.41534	11.75150	45.43542	7.84077	8.80457	lower	9.27508	1.62017	64.52532	167.66810	1279	2.56130	2022-03-29 05:11:13	12.17912	chrome	50.99412	51.89002	0.00000	7.10809	800	46.26918
12.20829	6.91902	1680767790179	1238534	9.22446	10.72934	45.19528	9.28436	9.21297	1024	10.17304	1.05531	20.14717	211.26006	388	1.13449	2023-05-12 16:00:42	11.74923	edge	82.67483	56.16526	0.00000	8.25514	800	23.50323
14.38416	4.91476	7888292824480	1081577	7.04635	11.37494	49.07785	6.59612	10.14618	higher	9.05764	1.42170	18.77930	194.53540	1575	0.77680	2019-08-16 01:41:31	12.04865	firefox	49.51245	53.70547	0.00000	11.68431	1366	37.37294
8.23104	11.59540	3857461184322	750663	9.39784	9.09273	34.69570	9.59094	8.85848	768	11.61978	0.01286	62.25088	168.00164	1138	2.32329	2021-05-07 22:44:32	6.42036	chrome	41.55913	41.27839	1.00000	10.14992	800	51.20982
8.85320	8.28421	5753639241522	1227738	11.98181	9.27443	36.43602	11.41956	8.57300	768	11.09212	0.03079	50.63943	262.00694	2021	2.17700	2021-06-15 10:41:12	7.54971	edge	55.40345	80.01114	1.00000	7.64155	1920	46.87802
11.39076	10.16176	4470179363590	70919	7.93271	12.39654	45.58823	7.27896	8.18256	higher	8.87561	0.04808	40.44419	121.91782	1114	8.79154	2022-06-05 11:12:37	8.24582	chrome	52.02219	38.10487	1.00000	8.51712	1280	64.84054
13.36824	3.45821	2618842000317	122645	9.64148	13.65646	52.64909	8.16381	8.94106	1080	9.84394	0.04054	43.82539	248.29799	467	2.83871	2021-10-29 07:21:40	7.79749	edge	28.53540	52.69953	1.00000	7.52336	1280	66.39408
12.39944	7.79047	5053928394268	820893	5.08632	12.99678	62.34868	5.76714	10.73671	768	9.35394	3.27755	51.45489	291.26876	640	4.03642	2023-08-01 23:48:29	12.88934	edge	40.86518	43.67957	0.00000	7.52006	lower	52.40832
11.99073	9.16374	2839800071891	692083	7.06762	13.21266	40.67975	5.66862	10.70569	768	10.62230	0.02742	56.09162	278.02357	1614	8.42101	2022-06-18 18:14:35	7.35771	other	63.02526	70.81185	1.00000	9.61757	1366	41.59530
11.61032	7.56841	0602202852588	186626	7.27796	12.71318	35.65896	7.72978	10.53772	800	8.82218	1.01041	66.09339	249.14140	376	4.03006	2019-01-18 10:37:01	11.70462	edge	82.09414	75.26762	0.00000	5.92933	1280	40.92449
12.02194	6.35670	8868032689691	78436	8.43167	12.53132	66.22574	8.56094	9.57145	1024	10.00306	0.43720	40.23851	71.64301	1379	0.84871	2019-08-01 20:44:22	10.87157	mobile	44.08368	61.00637	0.00000	6.27474	higher	62.00939
10.08273	6.73263	2021893527205	772712	11.32184	11.06486	55.60135	10.03918	10.64597	800	8.03348	0.02320	29.92774	195.45244	343	8.65059	2018-12-15 19:46:46	7.49088	opera	44.60540	38.71281	1.00000	6.96158	1366	59.68250
11.49543	7.77042	9162618437713	597881	9.25110	11.22431	25.96390	11.70095	8.47837	800	7.49522	0.04098	74.02917	90.68272	571	1.62430	2022-05-07 22:00:15	8.16141	edge	30.78346	68.21330	1.00000	7.58993	1280	30.00429
12.34566	7.53409	7447065114212	874755	5.67637	12.59774	54.93059	6.28143	10.18027	1080	9.75447	1.32874	39.64041	200.56685	1787	2.68844	2020-02-24 13:29:20	11.97632	safari	63.79932	53.86403	0.00000	8.21448	1366	45.56176
10.08355	10.56322	7337981547457	1140062	6.66148	11.44118	34.36153	5.91083	11.19600	800	8.81415	0.26846	62.52430	29.24771	1418	5.40876	2019-02-16 03:24:52	10.37415	edge	44.85228	47.54276	0.00000	8.70128	1920	50.61613
8.55512	7.31736	8396860324892	221814	8.96970	8.97486	29.41854	11.62189	9.83599	768	8.33249	0.07786	41.05526	105.03961	799	1.44150	2020-07-15 02:09:32	8.99637	edge	50.74498	73.53248	1.00000	7.98969	1920	61.86026
10.52195	6.16219	5541640996988	58435	7.49630	12.48216	57.69186	6.51925	9.26374	1080	9.03736	0.17213	40.90839	43.10983	312	3.68934	2021-10-21 09:15:57	9.91722	chrome	55.49593	76.34813	0.00000	6.98378	1366	51.59078
11.73111	7.62068	5238765558503	1248949	6.71065	11.25381	51.07988	7.46259	9.38306	800	8.79478	0.43706	37.55718	160.43291	1765	2.35450	2019-04-17 02:36:11	10.84155	chrome	38.00326	50.72214	0.00000	9.52493	1366	
12.11633	7.73026	7028181712331	533402	12.39247	12.17297	67.26468	10.73206	8.89869	higher	9.44009	0.01875	61.12674	95.37268	711	8.66068	2020-04-18 13:49:41	6.22120	chrome	50.65390	56.91776	1.00000	7.18500	1366	59.58840
8.93130	11.87972	0408921281346	790506	9.30397	8.05437	40.52770	10.39401	6.70451	800	10.78920	0.03493	37.72053	123.14870	182	4.78730	2022-12-25 00:50:16	7.92134	firefox	43.48120	43.08192	1.00000	11.25466	800	23.70640
11.56830	7.88565	5942294067183	1112167	11.83668	11.69676	37.10192	10.34860	8.25273	768	10.98989	0.02077	30.08600	114.34413	1507	6.51140	2022-02-25 07:06:55	7.17642	chrome	40.17661	32.69316	1.00000	7.24927	1920	47.38482
11.75667	10.93870	9274100684557	279845	6.58951	10.43559	35.63909	7.05825	7.43559	lower	9.80873	0.03696	42.19869	146.06124	2135	1.58406	2019-03-05 12:01:49	7.95182	chrome	49.20959	46.14536	1.00000	13.14434	lower	26.42468
11.06468	6.96623	0065790044085	742173	7.27411	9.29995	20.85955	8.71827	9.86943	lower	10.16186	0.87350	40.14534	143.57742	2307	4.13273	2023-07-21 22:33:55	11.54997	edge	53.68419	63.34602	0.00000	10.76612	1920	68.84642
8.97326	5.42836	7299477475821	1087713	10.01592	10.32399	36.77103	8.54544	9.84430	lower	8.98178	0.07179	44.69067	43.13533	140	2.55901	2019-03-12 21:27:27	8.92630	chrome	33.91266	57.78907	0.00000	7.53047	800	70.48132
10.00756	14.02795	7814889872114	1402772	8.51706	6.76656	33.96283	11.57555	8.82920	1080	8.71553	0.04212	32.13722	253.30142	2451	6.65634	2020-08-21 20:33:50	7.86766	opera	29.72739	55.72427	1.00000	14.26265	800	70.77778
12.65233	9.90100	8082363595838	1151818	6.19953	13.52904	41.41756	5.35519	8.07367	600	9.85921	0.01336	31.54420	125.42419	443	1.71940	2022-01-18 13:15:10	6.70335	edge	60.68780	47.39122	1.00000	10.72989	800	34.62851
10.78076	10.88786	6559690331993	1444815	7.72902	11.83276	26.00340	7.45549	5.81530	800	10.61596	0.02039	52.86629	141.84256	549	3.74419	2022-01-03 13:52:57	7.53531	safari	29.89392	74.63511	1.00000	9.29361	higher	72.63818
8.05436	10.02074	6578806443184	707772	9.39716	8.34893	42.11826	8.76726	8.32320	1024	10.30023	0.27243	35.29132	117.23933	542	2.25186	2021-07-25 10:34:15	10.34837	edge	36.90339	43.61349	0.00000	9.14489	lower	21.58621
9.97884	10.58698	8911650087728	717241	8.23096	10.14291	51.13422	7.94417	10.10384	768	10.95334	0.40043	37.75984	139.64525	1779	5.48650	2020-11-05 13:37:41	10.76547	safari	50.56547	62.91949	0.00000	8.74971	1920	42.88683
10.92596	6.77488	7636950692779	447535	6.86963	9.35422	56.30906	8.48746	7.84505	768	9.22649	0.84796	49.87538	296.70969	1110	2.28361	2021-12-31 19:40:38	11.51708	chrome	46.28606	51.18544	0.00000	10.84688	1920	49.52579
9.72215	6.33401	7386624587343	1443011	7.45083	11.11227	50.35342	6.75613	9.32504	600	8.50543	0.11112	43.01819	147.14004	2235	5.06672	2021-02-27 02:44:50	9.34182	opera	33.23670	56.14476	0.00000	8.76341	1280	37.75418
11.73841	6.40099	4755892614984	1171517	7.59598	10.56301	72.20221	4.65020	9.95994	higher	11.11780	0.47345	62.59834	170.22399	2498	0.66987	2018-10-09 20:12:05	10.92693	edge	32.95672	41.67808	0.00000	11.95737	1280	52.07253
14.89886	8.03153	3907078855990	1367292	12.77879	15.17508	41.45585	9.20851	9.55016	600	8.32433	0.01246	57.41467	193.32825	2372	1.13809	2019-12-07 02:53:54	4.90766	edge	56.61379	62.36617	1.00000	6.53252	1920	28.22567
13.63180	10.39590	8925011152642	874103	14.01598	13.51041	45.85626	10.63618	8.82052	1024	9.37933	0.01388	45.28157	97.91992	2120	0.50032	2020-04-08 06:12:06	4.55566	chrome	49.77452	43.73523	1.00000	6.96504	1366	34.37161
12.88370	6.24087	9618895452531	1020611	6.67082	12.68263	51.66578	7.34908	10.35335	1080	8.62489	0.68970	37.78245	194.66880	697	2.23769	2021-08-13 20:18:17	11.32017	chrome	25.92471	68.68749	0.00000	8.04240	lower	62.60337
10.98606	5.89433	6421011315978	358119	7.40655	12.05939	39.88953	6.84273	9.97496	600	10.27503	0.47804	49.32087	193.02715	2209	5.40956	2021-02-15 23:35:56	10.95560	other	28.16461	41.22834	0.00000	7.36376	1920	67.38142
9.59522	11.55547	4091807284171	43272	8.91931	8.42020	55.23688	9.78231	9.36501	1080	10.52576	6.38543	31.72019	161.71079	1386	0.40545	2022-05-30 06:36:45	13.55681	edge	18.26888	61.60493	0.00000	8.12411	1366	36.48944
11.68626	10.21714	9807751976896	556896	8.97699	8.62412	29.63012	9.37552	10.89340	800	9.10548	0.04604	23.73113	128.05564	1346	4.82859	2021-03-14 13:49:34	8.24831	chrome	44.65784	44.58275	1.00000	13.68144	1366	60.57659
8.72960	8.05229	0886199299421	1400628	11.98473	9.11850	64.72404	12.74356	9.00116	768	8.15353	0.01030	55.76682	124.94753	863	5.53647	2021-09-02 05:41:09	6.52156	mobile	55.96915	35.49043	1.00000	7.68238	800	32.44030
10.75897	6.82062	3238038440001	773190	8.06652	9.08651	28.65926	7.88756	9.98077	higher	10.21242	0.32397	64.90671	173.65034	2281	9.11068	2022-08-03 04:08:15	10.55099	edge	65.60997	63.75214	0.00000	11.63745	higher	57.27365
12.44401	9.14430	2179314950054	770347	11.89747	11.96605	11.88512	10.58258	10.24231	800	10.15999	0.02597	67.62630	90.50615	2347	4.83038	2023-02-18 02:09:19	7.24134	chrome	51.11312	35.60362	1.00000	7.49857	1366	35.62520
10.89311	8.75615	0187532841568	1088034	5.98030	13.40639	45.31531	5.40427	9.51291	600	9.20376	0.52130	35.75854	118.39618	1862	0.71558	2021-12-06 17:34:22	11.02550	chrome	37.63434	65.60571	0.00000	6.30924	1366	17.29169
11.11536	7.43406	9105183461660	291061	9.15552	10.44095	55.84829	11.31829	8.32085	higher	9.10944	0.09130	52.21164	113.20524	1023	3.83523	2022-05-12 00:45:49	9.13226	safari	65.20718	38.62740	1.00000	8.16471	1920	42.91379
9.10993	8.38918	8541940307047	800185	9.36434	8.38411	51.35224	14.57029	8.79499	1024	10.15955	0.02847	71.77210	158.90904	1876	4.98076	2019-07-23 15:39:13	7.96214	other	45.89370	40.35435	1.00000	8.38638	1920	55.24778
13.96082	7.23426	5090981276889	293299	9.60021	13.61967	41.49601	9.90718	8.85635	600	8.73595	0.03264	41.56221	3.84641	718	3.23905	2021-03-25 16:13:46	7.70726	chrome	56.12820	49.93453	1.00000	7.25888	1920	42.95985
12.92910	6.41244	0979055400823	359608	6.51669	9.31907	63.90284	9.74640	9.02315	1080	8.29145	2.70564	47.37310	109.47190	933	4.33480	2022-12-29 14:42:40	12.69488	firefox	60.78920	45.79159	0.00000	11.64259	800	62.36386
9.54722	8.20694	8334242842602	541730	10.16336	8.77452	50.53876	11.89012	9.32185	768	9.57664	0.14498	38.88626	107.80435	376	7.42534	2019-07-30 16:12:59	9.65202	chrome	44.23896	47.78553	1.00000	8.30582	1366	60.32438
10.84422	6.17565	1312639377248	1388073	10.43713	9.61017	38.94389	10.57454	9.25396	1024	7.47564	0.48733	43.10755	222.39749	219	7.36018	2019-03-15 10:39:19	10.95722	edge	55.52470	54.48411	0.00000	8.03102	1280	31.91614
9.79500	13.46516	6226668118886	11609	7.06689	7.91281	45.88803	8.95838	9.88806	768	8.94498	0.01916	52.76697	118.70066	1722	1.57154	2021-06-05 07:11:44	7.34038	mobile	48.93829	58.56657	1.00000	14.52689	1920	16.94657
13.95720	5.85769	4264507182027	1015469	7.72755	9.88916	77.02207	8.40282	10.24257	768	8.74644	0.78361	25.25218	45.64284	1784	4.50519	2021-02-24 18:52:14	11.44976	firefox	28.18812	41.95156	0.00000	12.85840	1366	67.73482
10.91569	8.68742	5550061901976	980238	11.53247	11.06095	38.66592	11.67988	9.60459	600	8.98235	0.01894	57.79736	55.51294	1718	6.19176	2018-12-23 07:25:09	6.54022	mobile	42.67445	25.62086	1.00000	7.42124	1280	53.21992
9.28638	10.04081	1702689783067	792580	8.66562	8.54932	50.04401	8.07158	6.85149	1080	10.57407	0.51269	59.17842	80.48498	648	0.56168	2022-01-14 01:05:15	11.03124	firefox	77.64423	43.78220	0.00000	10.34558	1280	43.75492
9.50089	6.89276	5833259172243	845949	8.11925	8.38091	39.01192	7.28176	8.74304	768	10.23055	0.17488	51.63115	117.30142	1335	8.25207	2022-11-11 15:59:21	9.86975	firefox	30.77876	35.40366	0.00000	12.31376	1024	53.66031
13.11465	9.16869	3011886073696	350067	15.42745	14.41889	34.51469	11.08070	7.30305	800	8.29615	0.01509	45.40404	59.31785	1949	1.03621	2023-02-09 19:04:06	1.50245	edge	32.88127	52.63789	1.00000	6.03955	1920	30.61892
13.05770	9.15030	2329958539980	358393	7.17378	11.78236	70.31819	7.96323	9.59177	1080	7.63232	2.58236	54.90731	154.08592	1165	6.19993	2022-10-14 23:22:26	12.65244	chrome	58.27705	68.25420	0.00000	8.33268	1280	39.36401
9.70136	7.50859	6129358110514	620080	9.12246	9.22670	54.98551	3.22063	9.43601	1080	9.77270	0.33933	45.05888	219.57885	1596	4.96800	2021-01-04 05:16:33	10.58778	edge	45.45351	60.01315	0.00000	12.56336	1280	42.74583
10.32378	11.52930	9609353690060	389131	8.36027	9.96286	64.72886	8.17021	9.20309	600	8.85919	0.01591	48.58707	130.14961	1585	7.33320	2023-01-10 19:22:53	6.76092	chrome	18.73963	30.82235	1.00000	11.87319	1280	31.06364
10.29496	9.77353	0847514889413	244390	9.26462	9.49103	18.42579	9.10511	9.05404	1080	8.65992	0.02517	8.45524	38.61573	590	1.43985	2020-02-28 11:37:33	7.39694	chrome	33.09627	59.74530	1.00000	11.32930	lower	53.05992
12.35572	12.00812	9157310546443	339523	5.04341	13.20979	66.21914	5.64825	9.83318	higher	9.68252	0.08188	26.57432	17.69983	1911	0.95287	2023-09-10 06:02:26	9.01077	firefox	37.34397	58.54375	1.00000	9.74013	1920	56.37156
13.05689	9.83843	5981996455829	32673	7.06396	11.52854	51.91145	6.85804	10.76191	1024	9.08470	0.03700	40.30003	207.16272	1508	3.11179	2019-07-27 04:56:26	8.15939	edge	50.67507	53.35740	1.00000	12.41722	1366	43.30911
11.15466	8.30976	7509691980040	256433	9.63316	10.97593	40.65363	12.49678	9.38010	800	10.15594	0.03191	50.98607	204.03484	848	13.13562	2020-06-01 20:44:09	7.37358	mobile	35.59508	34.76999	1.00000	7.55849	1024	66.53678
10.52463	11.52765	2955366829551	1367088	8.06287	9.37781	51.01333	8.56962	7.87399	600	8.39881	0.02722	38.56377	221.14022	1352	4.86296	2021-04-08 06:53:35	7.84608	edge	56.96940	59.79461	1.00000	12.26437	1024	60.56655
10.14645	11.04799	2741359794513	659532	8.53256	9.23262	43.97476	8.20978	10.29864	1024	10.61011	0.25548	33.40949	146.84924	1239	0.63329	2019-12-20 19:14:44	10.31927	chrome	40.32759	81.19363	0.00000	10.51095	1280	54.64026
8.22835	8.75321	8751908084846	643665	8.99260	7.84683	65.17858	13.85393	7.77856	1080	8.31504	0.07978	47.01569	231.12831	1549	1.30961	2019-06-29 08:25:27	8.97347	chrome	45.03674	53.12119	1.00000	8.28878	higher	66.85751
10.26401	12.37699	9027207771244	1384517	7.62422	8.77218	67.44052	9.52914	9.33841	higher	9.80822	0.15585	48.05628	229.72245	50	6.61151	2023-08-27 12:50:45	9.81754	safari	63.45255	55.05891	1.00000	11.35058	higher	56.56918
11.77176	5.57034	1018456604702	198278	6.94597	8.64040	63.45739	8.18447	8.19838	768	9.78637	6.23332	44.05582	117.11627	1767	1.58184	2022-01-14 05:41:36	13.53322	edge	46.22889	30.37793	0.00000	11.78680	higher	46.44390
7.85250	6.26846	0445378607565	104356	10.09777	7.71042	46.77222	11.16340	9.50531	lower	10.69530	0.28902	62.07114	88.20764	1735	1.11389	2018-12-20 09:47:50	10.45701	edge	58.50471	76.84109	1.00000	8.28487	1366	47.79886
10.52557	9.02129	1934819486702	827202	15.11851	11.24666	49.22252	10.50050	8.50826	1024	8.60827	0.01245	41.77452	203.34808	1677	6.47892	2023-05-18 09:14:10	4.94356	edge	65.00480	53.66840	1.00000	6.98651	1366	30.52449
12.41116	8.63133	4133504616845	1344399	10.35267	11.75563	47.12362	11.42574	8.49522	768	9.97323	0.03536	20.82617	244.87004	772	3.17062	2019-09-15 04:07:13	7.83399	other	40.64993	43.43813	1.00000	7.56695	1366	54.58460
13.21296	7.77752	2520521058703	1295712	7.50837	14.54003	54.86963	4.95263	10.45353	lower	7.34880	0.04108	61.44905	115.62387	938	3.04593	2023-05-15 20:26:11	8.09657	edge	34.20951	46.02094	1.00000	8.37039	1280	44.73863
10.00807	11.64931	3603888198578	350394	6.42889	10.22154	60.79438	5.60271	8.11070	800	9.40817	1.87742	20.48574	140.47573	911	4.50212	2023-05-12 08:14:15	12.32632	edge		70.27236	1.00000	9.71097	1366	42.28947
12.72841	5.98900	8648253088578	484768	6.18380	12.74629	48.68796	7.22954	9.45518	1080	8.02535	0.58225	36.86289	234.47031	870	1.74553	2021-04-09 23:03:21	11.14067	firefox	41.15516	62.77563	0.00000	8.15440	1024	40.75649
7.87214	8.11542	7621153303119	580649	8.96449	8.42365	38.88105	4.48114	9.17644	800	7.98151	0.11577	41.84125	99.61836	264	1.09819	2023-04-23 03:51:13	9.45475	safari	43.05678	52.76397	0.00000	12.09767	800	64.71676
10.55349	9.28838	0408628145972	841740	7.27622	11.25540	18.51498	8.83964	9.95704	1024	9.83248	0.05807	41.57712	112.49466	1007	10.60802	2022-01-08 20:04:51	8.81986	edge	59.69920	41.60723	0.00000	8.58012	1366	38.03786
9.22891	7.50906	9591044107295	791394	7.93084	8.81866	61.34790	6.16901	9.63181	1080	11.09699	0.49584	61.96784	126.28282	2108	1.98744	2021-08-21 07:04:42	10.97197	chrome	56.34724	59.04539	0.00000	11.27339	800	57.41194
9.98684	11.44641	0556006024415	727792	9.04190	7.64590	74.21879	10.47701	10.89422	600	8.90575	0.02101	38.31100	131.50673	1424	3.61683	2019-02-27 01:14:15	7.21108	safari	72.98008	40.49733	1.00000	13.59301	1280	9.99004
12.09968	7.63324	1477931445214	931501	11.15980	11.98437	49.83901	11.21482	7.60025	higher	9.97404	0.02308	37.29661	185.80598	2144	5.45893	2023-02-25 08:35:36	6.54010	edge	52.34936	20.61163	1.00000	7.49729	800	23.54762
9.02602	6.88793	8647666407334	1001394	8.28506	8.93025	47.86963	5.00471	10.21113	1080	9.00516	0.31298	48.27128	221.83978	2419	0.82759	2023-04-03 02:20:15	10.49056	other	47.05579	44.07076	0.00000	11.72420	1024	41.50686
9.21859	11.83991	4864932059835	1457417	8.40316	9.57544	47.69000	8.69936	9.15627	800	10.08141	0.02104	43.94274	189.75324	643	1.52369	2018-11-01 15:25:17	7.13242	chrome	46.71457	68.26089	1.00000	10.80819	1280	28.50552
10.70837	7.77494	1419694790071	738130	12.70609	11.57480	56.81368	11.10219	9.46104	768	10.07872	0.01656	33.36846	111.45843	1591	4.79338	2021-05-20 13:57:40	5.50406	chrome	30.30704	40.64255	1.00000	6.86647	higher	56.56299
10.47170	3.77361	4038652906797	270594	8.24837	12.55310	63.67446	7.68493	10.29019	lower	9.39235	0.11564	57.43239	184.81021	524	3.17080	2022-12-10 17:57:17	9.46433	edge	29.71893	47.80990	0.00000	6.12631	1920	35.36201
11.32949	6.18886	8171953797360	907530	10.23081	11.82733	41.58392	10.11388	10.62028	768	7.92951	0.02419	36.41213	179.20384	1068	0.22063	2021-11-20 16:04:41	7.54484	chrome	28.35623	59.71122	1.00000	7.31833	1024	46.68830
9.12421	13.25880	8938869138140	483823	7.33191	9.28793	35.15343	8.64908	8.51250	1024	9.19213	0.01378	25.43793	125.08830	1356	7.46741	2021-11-06 15:33:28	6.91287	chrome	66.88713	51.87620	1.00000	11.80787	1920	46.79981
9.21003	9.34977	7866030882411	100273	8.08108	12.07713	39.93677	6.08853	9.64578	600	9.74054	0.26055	24.52188	111.15237	254	1.45450	2020-09-26 08:05:09	10.33860	chrome	58.17377	44.71926	0.00000	6.03702	800	53.68468
10.20974	8.76181	3073433730971	797926	8.07874	8.93074	36.17738	6.89212	10.24164	lower	10.91826	1.05113	31.92480	223.71706	2203	3.68128	2019-03-05 03:41:51	11.74861	edge	40.54958	54.06298	0.00000	11.11429	1280	45.73385
6.21236	7.13483	8692090917782	7430	7.86392	5.42451	71.35243	12.95327	8.96430	lower	9.09895	1.69730	52.08160	210.66523	265	3.94143	2021-08-08 02:59:35	12.22949	chrome	66.12819	56.33161	1.00000	9.18735	1920	41.52641
8.10829	8.23923	1884429689720	363238	7.19412	7.86524	43.28259	9.92695	9.11105	800	10.18400	0.43613	57.80699	114.73501	1150	5.53943	2020-02-16 02:15:23	10.84502	chrome	55.83532	80.64763	0.00000	9.92113	1920	40.68678
10.79587	12.59424	2673767204226	912028	6.90079	9.72883	51.73421	8.09091	10.61040	600	9.15348	0.04774	48.76530	150.13678	201	0.77462	2021-07-07 14:12:23	8.32653	chrome	42.67145	52.21309	1.00000	12.37430	1366	41.30659
12.13887	10.55693	9346830937231	824606	8.01164	9.75435	26.15087	9.14476	9.85528	1080	8.58861	1.44198	45.12234	157.54519	1536	4.68826	2021-03-24 18:01:55	12.06150	edge	67.01409	56.42569	0.00000	10.22122	1366	48.84594
